name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
peddapuram,2023-05-15,42.2,28.4,33.6,45.4,34.8,40.7,24.4,64.1,0,0,0,,0,0,24.1,15.5,247.1,1002.4,50.5,18.1,291.9,25.3,10,50,2023-05-15T05:30:11,2023-05-15T18:25:41,0.84,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43189099999,43147099999,remote"
peddapuram,2023-05-16,42.4,28.7,34.5,51.1,31.9,40.2,22.8,53,0,0,0,,0,0,26.3,12.2,226.8,1004.1,20.4,18.3,286,24.7,9,100,2023-05-16T05:29:52,2023-05-16T18:26:02,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43189099999,43147099999,remote"
peddapuram,2023-05-17,36.5,30.3,32.5,50.1,39.1,44.5,27.9,77,0,0,0,,0,0,32.4,18.7,154.9,1007.6,36.8,18.4,270.5,23.3,9,100,2023-05-17T05:29:34,2023-05-17T18:26:23,0.91,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"43189099999,43147099999,remote"
peddapuram,2023-05-18,37.3,29.2,31.8,49.3,35.9,42,27.2,77.2,0,0,0,rain,0,0,32.8,18.7,193.5,1009.4,35.6,18.4,274.9,23.8,9,100,2023-05-18T05:29:17,2023-05-18T18:26:43,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43189099999,43147099999,remote"
peddapuram,2023-05-19,37,28.8,31.6,48.9,35.9,41.2,27,77.2,0,0,0,,0,0,32,16.9,201.3,1008,40.2,18.3,269.4,23.1,9,75,2023-05-19T05:29:01,2023-05-19T18:27:04,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43189099999,43147099999,remote"
peddapuram,2023-05-20,37.8,26.4,31.3,48.3,26.4,39.7,26.5,76.9,5.398,100,4.17,rain,0,0,27.7,16.9,198.3,1007.5,36.3,16.7,260.4,22.7,9,75,2023-05-20T05:28:46,2023-05-20T18:27:25,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43189099999,43147099999,remote"
peddapuram,2023-05-21,36.3,26.1,31,49.1,26.1,38.9,26.2,76.4,0,0,0,rain,0,0,32,18.7,192,1008.2,27.9,18,276.5,23.9,9,100,2023-05-21T05:28:31,2023-05-21T18:27:47,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43189099999,43147099999,remote"
peddapuram,2023-05-22,36.5,27,31.3,48.8,30,40,26.5,76.5,0,0,0,rain,0,0,28.4,18.4,206,1009.2,30.6,18.3,273.1,23.6,9,75,2023-05-22T05:28:18,2023-05-22T18:28:08,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43189099999,43147099999,remote"
peddapuram,2023-05-23,35,26.5,31,43.4,26.5,37.9,25.3,73.6,0,0,0,,0,0,25.6,15.1,210.1,1009.1,37.5,18.4,278.7,24.2,9,100,2023-05-23T05:28:06,2023-05-23T18:28:29,0.12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43189099999,43147099999,remote"
peddapuram,2023-05-24,38.3,28.4,31.9,49.1,34.3,41.6,26.9,76,0,0,0,rain,0,0,33.1,16.9,211.8,1007.7,39.4,17.6,268.1,23.3,9,100,2023-05-24T05:27:54,2023-05-24T18:28:51,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43189099999,43147099999,remote"
peddapuram,2023-05-25,39.8,27.8,31.7,51.4,32.2,41.2,26.9,76.9,2.779,100,8.33,rain,0,0,33.1,16.9,213.8,1006.8,47.2,16.6,257.2,22.3,9,100,2023-05-25T05:27:44,2023-05-25T18:29:12,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43189099999,43147099999,remote"
peddapuram,2023-05-26,34.4,27.2,30.5,44.8,30.7,39.3,26.8,81.3,0,0,0,rain,0,0,33.8,20.2,193.7,1007.7,55.2,18.2,249.4,21.7,9,100,2023-05-26T05:27:35,2023-05-26T18:29:34,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43189099999,43147099999,remote"
peddapuram,2023-05-27,40.6,27.2,32.1,47.1,31.1,40.1,25.8,71.3,0,0,0,,0,0,22,15.1,214.6,1005.6,17.1,18.4,274.4,23.7,9,60,2023-05-27T05:27:26,2023-05-27T18:29:55,0.25,Clear,Clear conditions throughout the day.,clear-day,"43189099999,43147099999,remote"
peddapuram,2023-05-28,35.6,24.5,30.3,50.8,24.5,38.8,26.6,81.1,4.499,100,4.17,rain,0,0,26.3,14.4,133.9,1006.2,31.6,18.2,285.3,24.8,9,100,2023-05-28T05:27:19,2023-05-28T18:30:16,0.28,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"43189099999,43147099999,remote"
peddapuram,2023-05-29,34.8,25.7,30.1,48.8,25.7,37.9,26.2,79.8,0,0,0,rain,0,0,28.1,15.8,150.8,1007.4,40.5,17.1,276.3,23.9,9,100,2023-05-29T05:27:12,2023-05-29T18:30:38,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43189099999,43147099999,remote"
peddapuram,2023-05-30,34.2,26.5,30.2,46.3,26.5,37.7,26,78.7,2.4,100,4.17,rain,0,0,35.3,19.1,227.2,1008,62.4,18.4,245.9,21.3,9,100,2023-05-30T05:27:07,2023-05-30T18:30:59,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"43189099999,43147099999,remote"
peddapuram,2023-05-31,37.9,26.8,31.3,47,29.6,37.6,25,71.4,0,0,0,,0,0,24.5,16.6,229.9,1005.9,53.6,18.4,258,22.5,9,60,2023-05-31T05:27:02,2023-05-31T18:31:20,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43189099999,43147099999,remote"
peddapuram,2023-06-01,37.9,28.2,31.5,50.2,32.7,41.4,27.1,78.3,6.7,100,8.33,rain,0,0,27.4,13.3,220.6,1004.8,55.3,17.7,272.7,23.8,9,100,2023-06-01T05:26:58,2023-06-01T18:31:41,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"43189099999,43147099999,remote"
peddapuram,2023-06-02,40.8,29.2,33.1,48.8,37.5,44.2,27.4,74.2,0,0,0,,0,0,19.1,10.8,208.3,1004,49.3,18.4,284.3,24.5,10,60,2023-06-02T05:26:56,2023-06-02T18:32:02,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43189099999,43147099999,remote"
peddapuram,2023-06-03,37.7,29.7,32.6,59.9,38.4,45.4,28.2,78.2,0,0,0,,0,0,23,11.9,172.1,1004,46.8,18.4,281.3,24.2,9,100,2023-06-03T05:26:54,2023-06-03T18:32:23,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43189099999,43147099999,remote"
peddapuram,2023-06-04,37,27.4,31.9,55.1,29.9,43.7,27.7,79.2,0,0,0,rain,0,0,23.8,14,143.1,1004.2,56.3,17.8,277.3,24,9,100,2023-06-04T05:26:53,2023-06-04T18:32:44,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43189099999,43147099999,remote"
peddapuram,2023-06-05,38.6,27.3,31.9,46.5,30.2,39.6,25.5,70.7,0,0,0,,0,0,23.4,11.5,177,1003.2,36.9,18.4,290.9,25.1,9,75,2023-06-05T05:26:53,2023-06-05T18:33:04,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43189099999,43147099999,remote"
peddapuram,2023-06-06,39.4,29,32.8,52.1,36.6,43.9,27.4,74.5,0,0,0,,0,0,23.4,11.5,122.3,1002.2,35.1,18.4,277.5,23.9,9,75,2023-06-06T05:26:54,2023-06-06T18:33:24,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43189099999,43147099999,remote"
peddapuram,2023-06-07,40.3,29.5,33.7,47.6,36.7,43.1,26.1,66.8,0,0,0,,0,0,27.4,16.2,227.6,1001.9,59.9,18.4,274,23.7,9,100,2023-06-07T05:26:56,2023-06-07T18:33:44,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43189099999,43147099999,remote"
peddapuram,2023-06-08,40.2,30.4,34.3,47.8,34.8,40.4,23.6,55.2,0,0,0,,0,0,35.6,22,256.6,1001.7,78,18.4,262.1,22.7,8,60,2023-06-08T05:26:59,2023-06-08T18:34:04,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43189099999,43147099999,remote"
peddapuram,2023-06-09,42.9,30.2,34.9,47,37.6,41.6,23.9,55.5,0,0,0,,0,0,38.2,22,245.8,999.8,62,18.4,285.5,24.7,9,75,2023-06-09T05:27:02,2023-06-09T18:34:23,0.68,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"43189099999,43147099999,remote"
peddapuram,2023-06-10,41.2,31.3,34.6,46.6,36.6,40.2,23.1,52.3,0.3,100,4.17,rain,0,0,47.5,24.1,260.9,999.7,67.4,18.4,270.3,23.3,9,10,2023-06-10T05:27:06,2023-06-10T18:34:42,0.72,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"43189099999,43147099999,remote"
peddapuram,2023-06-11,42.4,30.2,34.5,47.8,34.1,40.8,23.7,55.1,0,0,0,,0,0,43.9,28.4,261.8,1000.1,65.4,18.4,261.9,22.8,9,60,2023-06-11T05:27:12,2023-06-11T18:35:00,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43189099999,43147099999,remote"
peddapuram,2023-06-12,40.7,30.9,34.1,49.3,36.2,42.1,25.1,60.4,0.1,100,4.17,rain,0,0,37.4,19.1,242.8,1000.4,39.9,18.3,276.9,23.9,9,30,2023-06-12T05:27:18,2023-06-12T18:35:18,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"43189099999,43147099999,remote"
peddapuram,2023-06-13,42.2,30.3,34.5,47.8,37.9,41.4,24.2,57.4,0,0,0,,0,0,37.4,19.4,252.7,1001,45.1,18.4,286.8,24.7,9,60,2023-06-13T05:27:24,2023-06-13T18:35:36,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43189099999,43147099999,remote"
peddapuram,2023-06-14,42.4,30.5,35,47.2,37.7,41.1,23.4,53.3,0,0,0,,0,0,38.5,23.4,264.9,1001.9,73.3,18.4,264.8,23,9,30,2023-06-14T05:27:32,2023-06-14T18:35:53,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43189099999,43147099999,remote"
peddapuram,2023-06-15,38.9,30.6,34.5,44.8,34.7,40.1,23.1,52.9,0,0,0,,0,0,36.7,20.9,268.6,1002.4,63.8,18.4,262.1,22.7,9,30,2023-06-15T05:27:40,2023-06-15T18:36:10,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43189099999,43147099999,remote"
peddapuram,2023-06-16,43.4,29.3,35.5,49.7,34.7,40.9,22.8,50,0,0,0,,0,0,35.6,19.8,264.8,1001.3,14.8,18.4,288.4,24.8,9,30,2023-06-16T05:27:49,2023-06-16T18:36:27,0.93,Clear,Clear conditions throughout the day.,clear-day,"43189099999,43147099999,remote"
peddapuram,2023-06-17,38.3,31.5,34.2,48.4,36,41,24,56.1,0,0,0,,0,0,36.7,15.1,261.9,1002.1,59.2,18.4,266.3,23.1,9,10,2023-06-17T05:27:59,2023-06-17T18:36:42,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43189099999,43147099999,remote"
peddapuram,2023-06-18,41.7,27.5,33.4,49.8,31.9,42.1,25.7,66.2,11.9,100,8.33,rain,0,0,27.4,17.3,251.2,1002.1,51.9,17.5,278.4,24.2,9,75,2023-06-18T05:28:09,2023-06-18T18:36:58,0,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"43189099999,43147099999,remote"
peddapuram,2023-06-19,32.8,28,30.5,42.9,32.9,38.9,26.6,79.8,1.594,100,8.33,rain,0,0,27.4,19.4,69.5,1002.6,89.5,18.1,212.8,18.3,9,100,2023-06-19T05:28:21,2023-06-19T18:37:12,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"43189099999,43147099999,remote"
peddapuram,2023-06-20,35.2,28.1,30.6,47.8,32,39.3,26.7,80.1,0.4,100,12.5,rain,0,0,32.4,18,132.9,1002.7,58.3,18.3,241.8,20.9,9,75,2023-06-20T05:28:32,2023-06-20T18:37:26,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"43189099999,43147099999,remote"
peddapuram,2023-06-21,35.6,26.2,30.7,48.1,26.2,38.6,26.3,78.1,3.4,100,41.67,rain,0,0,27,14,217.4,1002.9,74.5,16.7,173.4,15,7,75,2023-06-21T05:28:45,2023-06-21T18:37:40,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"43189099999,43147099999,remote"
peddapuram,2023-06-22,34,27,29.8,42.7,30.3,36.2,25.6,78.8,22.4,100,25,rain,0,0,33.1,14.4,241.7,1003.3,94.9,16.8,180.7,15.8,7,60,2023-06-22T05:28:58,2023-06-22T18:37:52,0.13,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"43189099999,43147099999,remote"
peddapuram,2023-06-23,30.6,27.5,28.5,36.6,29.8,33.8,25.3,83.2,0.39,100,8.33,rain,0,0,27,15.8,243.5,1004.1,99.3,14,81,6.9,2,30,2023-06-23T05:29:11,2023-06-23T18:38:05,0.17,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"43189099999,43147099999,remote"
peddapuram,2023-06-24,28.8,25.7,27.1,34.2,25.7,30.2,25,88.5,3.905,100,8.33,rain,0,0,33.1,18,255,1003.7,98,16.3,60.1,5.1,2,10,2023-06-24T05:29:25,2023-06-24T18:38:16,0.2,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"43189099999,43147099999,remote"
peddapuram,2023-06-25,31.6,24.8,28.4,40,24.8,33.3,25.3,83.9,30.894,100,8.33,rain,0,0,42.1,20.2,248.5,1002.7,95.4,16.2,112,9.7,5,30,2023-06-25T05:29:40,2023-06-25T18:38:27,0.23,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"43189099999,43147099999,remote"
peddapuram,2023-06-26,32.4,25.6,29.2,39.5,25.6,34.5,25.1,79.3,5.398,100,4.17,rain,0,0,44.3,24.5,253.5,1002.8,96.7,18.1,162.2,14,6,10,2023-06-26T05:29:55,2023-06-26T18:38:37,0.25,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"43189099999,43147099999,remote"
peddapuram,2023-06-27,35.6,27,30.5,44.4,29.9,36.2,24.5,71.2,0.8,100,8.33,rain,0,0,49,21.6,246.5,1003.1,87.1,18.4,215.4,18.7,8,10,2023-06-27T05:30:11,2023-06-27T18:38:46,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43189099999,43147099999,remote"
peddapuram,2023-06-28,36.2,27.5,31.3,42.7,31.7,38,25.2,71.6,0.45,100,4.17,rain,0,0,38.9,19.4,240.1,1004.6,83,18.3,256.3,22.2,8,30,2023-06-28T05:30:27,2023-06-28T18:38:54,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"43189099999,43147099999,remote"
peddapuram,2023-06-29,36.4,28.4,31.4,43.7,33.5,39.2,25.9,73.9,0.7,100,12.5,rain,0,0,32.8,19.4,226.4,1005.1,80.9,18.4,253.5,21.9,8,30,2023-06-29T05:30:43,2023-06-29T18:39:02,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43189099999,43147099999,remote"
peddapuram,2023-06-30,36.6,27.7,31.7,43.4,31.5,38.5,25,68.8,0.1,100,4.17,rain,0,0,36.4,21.2,243.6,1004.4,72.7,18.4,276.9,24,9,30,2023-06-30T05:31:00,2023-06-30T18:39:09,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"43189099999,43147099999,remote"
peddapuram,2023-07-01,38.3,27.6,32.4,43.4,31.3,39.2,24.8,66,0,0,0,,0,0,35.6,18.4,247,1003.9,51.7,18.2,269.3,23.4,9,60,2023-07-01T05:31:17,2023-07-01T18:39:15,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43189099999,43147099999,remote"
peddapuram,2023-07-02,38.6,29.3,32.5,46.4,34.7,39.5,24.9,65.6,1.504,100,8.33,rain,0,0,34.9,15.1,262.4,1002.9,53.2,18.2,259.4,22.4,9,60,2023-07-02T05:31:35,2023-07-02T18:39:20,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"43189099999,43147099999,remote"
peddapuram,2023-07-03,37.1,25.5,30.5,50.4,25.5,37.2,25.4,74.9,26.195,100,12.5,rain,0,0,29.9,19.4,262.6,1001.9,67.4,17.2,251.1,21.6,9,60,2023-07-03T05:31:53,2023-07-03T18:39:24,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43189099999,43147099999,remote"
peddapuram,2023-07-04,33.9,25.3,28.7,43.7,25.3,34,25.7,83.9,0.02,100,4.17,rain,0,0,32.4,19.8,244.6,1001.4,72.8,15.8,182.1,15.6,8,60,2023-07-04T05:32:11,2023-07-04T18:39:28,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"43189099999,43147099999,remote"
peddapuram,2023-07-05,31,26.6,28.3,39.7,26.6,33.5,25.7,86,0.36,100,4.17,rain,0,0,22.3,14,204.3,1000.3,96.1,13.5,111.4,9.9,6,60,2023-07-05T05:32:29,2023-07-05T18:39:30,0.56,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"43189099999,43147099999,remote"
peddapuram,2023-07-06,30.8,25.4,28.1,38.5,25.4,32.3,25.3,85,18.844,100,16.67,rain,0,0,37.8,19.8,244.3,1002.1,97,16.9,156,13.4,6,30,2023-07-06T05:32:48,2023-07-06T18:39:32,0.6,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"43189099999,43147099999,remote"
peddapuram,2023-07-07,31.9,26.5,29.3,38.3,26.5,34.3,24.8,77.4,0.2,100,8.33,rain,0,0,42.1,23.4,242.9,1004.4,91.6,18.4,216.3,18.6,8,10,2023-07-07T05:33:07,2023-07-07T18:39:32,0.63,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"43189099999,43147099999,remote"
peddapuram,2023-07-08,34.4,26.4,29.9,42.4,26.4,35.8,25.2,76.8,0.09,100,4.17,rain,0,0,36.7,18.7,235.6,1005.7,88.7,18.4,216,18.8,7,30,2023-07-08T05:33:26,2023-07-08T18:39:32,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"43189099999,43147099999,remote"
peddapuram,2023-07-09,35.8,27.5,31.1,43.9,31.8,37.9,25.3,72.5,0,0,0,,0,0,33.5,18.4,255.6,1004.9,58.7,18.4,257.4,22.3,9,60,2023-07-09T05:33:46,2023-07-09T18:39:31,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43189099999,43147099999,remote"
peddapuram,2023-07-10,33.4,27.7,30,44.3,31.8,37,25.8,78.3,0.9,100,4.17,rain,0,0,30.2,20.9,251.2,1004.4,85.3,18.4,238.4,20.6,8,30,2023-07-10T05:34:05,2023-07-10T18:39:29,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43189099999,43147099999,remote"
peddapuram,2023-07-11,34.9,27.1,29.8,41.4,31.2,35.4,24.9,76.1,0,0,0,rain,0,0,37.1,20.9,265,1003.5,81.9,17.2,190.3,16.4,7,30,2023-07-11T05:34:25,2023-07-11T18:39:26,0.77,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43189099999,43147099999,remote"
peddapuram,2023-07-12,31.6,27.1,28.5,38.5,30.4,33.2,24.7,80,0.28,100,8.33,rain,0,0,36.4,20.9,253.7,1003.9,88.7,17.7,152.9,13.1,6,30,2023-07-12T05:34:44,2023-07-12T18:39:21,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"43189099999,43147099999,remote"
peddapuram,2023-07-13,28.4,25.4,26.8,33.5,25.4,28.5,24.9,89.7,15.115,100,8.33,rain,0,0,33.5,20.5,235,1004.9,92.8,15.1,66.1,5.8,2,10,2023-07-13T05:35:04,2023-07-13T18:39:16,0.84,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"43189099999,43147099999,remote"
peddapuram,2023-07-14,35.1,25.5,29.4,44.5,25.5,35.1,25.8,82,0.201,100,4.17,rain,0,0,27.7,15.1,231.6,1005.2,76.1,17.6,230.7,20,8,60,2023-07-14T05:35:24,2023-07-14T18:39:10,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"43189099999,43147099999,remote"
peddapuram,2023-07-15,31.7,27.4,29.4,40.5,32.1,36,26,82.6,6.298,100,8.33,rain,0,0,36.7,20.9,256.7,1004.3,98.5,18.2,169.2,14.5,6,60,2023-07-15T05:35:44,2023-07-15T18:39:03,0.91,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"43189099999,43147099999,remote"
peddapuram,2023-07-16,32.3,26.5,29,37.6,26.5,33.8,24.7,78.3,2.7,100,41.67,rain,0,0,40,24.1,259.5,1003.3,95.9,18.4,134.6,11.7,4,10,2023-07-16T05:36:03,2023-07-16T18:38:55,0.95,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"43189099999,remote"
peddapuram,2023-07-17,30.1,26.1,28.1,34.4,26.1,32.1,24.4,80.6,1.27,100,8.33,rain,0,0,43.2,24.8,259.5,1002.3,97.8,18.4,71,6.2,2,10,2023-07-17T05:36:23,2023-07-17T18:38:46,0.98,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"43189099999,43147099999,remote"
peddapuram,2023-07-18,28.7,25.5,27,33.5,25.5,29.4,24.5,86.3,10.218,100,12.5,rain,0,0,57.2,28.8,251.7,1001,98.8,13.9,130.4,11.3,6,10,2023-07-18T05:36:43,2023-07-18T18:38:36,0,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"43189099999,43147099999,remote"
peddapuram,2023-07-19,29.6,25.4,27,35.3,25.4,28.9,24.1,84.5,0.54,100,4.17,rain,0,0,63.4,34.6,250.9,999.4,97.1,17,146.7,12.6,5,10,2023-07-19T05:37:03,2023-07-19T18:38:25,0.05,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"43189099999,43147099999,remote"
peddapuram,2023-07-20,28.7,25.7,27.3,33.2,25.7,30.1,24.2,83.3,1.859,100,8.33,rain,0,0,52.2,29.2,253.5,999.4,98.6,13.9,114.6,9.9,4,10,2023-07-20T05:37:22,2023-07-20T18:38:13,0.08,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"43189099999,43147099999,remote"
peddapuram,2023-07-21,30,26,27.5,36.3,26,30.7,24.3,82.7,5.1,100,66.67,rain,0,0,47.9,30.2,252.6,1000.1,88.5,15.2,85.1,7.4,3,10,2023-07-21T05:37:42,2023-07-21T18:37:59,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"43189099999,43147099999,remote"
peddapuram,2023-07-22,30.5,26.4,27.9,36.6,26.4,31.7,24.7,83.4,0.18,100,4.17,rain,0,0,45,20.5,250.3,1002.5,97.9,15.1,117,10,6,30,2023-07-22T05:38:01,2023-07-22T18:37:45,0.15,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"43189099999,43147099999,remote"
peddapuram,2023-07-23,30.5,26,27.9,37.5,26,31.5,25,84.4,5.419,100,8.33,rain,0,0,38.9,21.6,250.5,1003.6,97.4,18.4,149.5,12.8,6,30,2023-07-23T05:38:21,2023-07-23T18:37:30,0.18,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"43189099999,43147099999,remote"
peddapuram,2023-07-24,27.3,25.5,26.5,31.6,25.5,27.9,24.8,90.4,36.889,100,16.67,rain,0,0,38.2,22.7,257.4,1002.2,99.6,16.9,55.9,4.8,2,30,2023-07-24T05:38:40,2023-07-24T18:37:14,0.22,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"43189099999,43147099999,remote"
peddapuram,2023-07-25,29.4,25.8,26.8,35.6,25.8,28.6,24.9,89.5,16.195,100,8.33,rain,0,0,42.8,25.6,271.7,1000.3,94.8,8.7,96.6,8.3,4,60,2023-07-25T05:38:59,2023-07-25T18:36:57,0.25,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"43189099999,43147099999,remote"
peddapuram,2023-07-26,27.3,25.5,26.1,31.4,25.5,26.7,24.6,91.6,38.575,100,20.83,rain,0,0,51.8,29.5,258.8,1000.2,99.4,8.6,59.5,5.2,3,10,2023-07-26T05:39:18,2023-07-26T18:36:39,0.25,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"43189099999,43147099999,remote"
peddapuram,2023-07-27,29.1,25.6,27.3,34.1,25.6,29.8,24.3,83.8,80.8,100,45.83,rain,0,0,59,32.4,242.7,1001.8,83.8,13.6,114.5,9.7,6,30,2023-07-27T05:39:36,2023-07-27T18:36:19,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"43189099999,43147099999,remote"
peddapuram,2023-07-28,30.8,26.5,28.6,35.6,26.5,32.7,24,76.1,0,0,0,rain,0,0,53.6,33.1,260.2,1002.2,83.1,18.2,134.6,11.8,5,10,2023-07-28T05:39:54,2023-07-28T18:35:59,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43189099999,43147099999,remote"
peddapuram,2023-07-29,33.5,27,29.8,41,30,35.2,24.5,73.8,0.2,100,4.17,rain,0,0,55.4,28.8,277,1002,84.5,18.4,213.7,18.4,8,30,2023-07-29T05:40:13,2023-07-29T18:35:38,0.38,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"43189099999,43147099999,remote"
peddapuram,2023-07-30,32.2,28,29.8,38.1,32.1,35.1,24.5,73.8,0.5,100,16.67,rain,0,0,49.7,27.4,278.4,1002.2,92.9,18.4,160.6,14.1,6,30,2023-07-30T05:40:31,2023-07-30T18:35:16,0.42,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"43189099999,43147099999,remote"
peddapuram,2023-07-31,30.3,26.9,28.6,37.1,30.1,34.1,25.4,82.7,0.63,100,8.33,rain,0,0,37.1,22.7,266.4,1002.5,99,17.9,82.3,7.1,3,10,2023-07-31T05:40:48,2023-07-31T18:34:53,0.45,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"43189099999,43147099999,remote"
peddapuram,2023-08-01,32.7,27.3,29.5,40.5,31.2,35.1,25,77.4,0.8,100,20.83,rain,0,0,50,26.6,269.4,1001.8,96.6,18.3,147,12.8,5,10,2023-08-01T05:41:06,2023-08-01T18:34:29,0.48,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"43189099999,43147099999,remote"
peddapuram,2023-08-02,31.3,28.1,29.6,37,31.5,34.7,24.3,73.6,0.2,100,8.33,rain,0,0,51.8,29.9,266.4,1002.2,96.5,17.6,142,12.4,6,10,2023-08-02T05:41:23,2023-08-02T18:34:04,0.5,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"43189099999,43147099999,remote"
